id,visitors
air_00a91d42b08b08d9_2017-04-23,29.800256983121674
air_00a91d42b08b08d9_2017-04-24,21.441441009764098
air_00a91d42b08b08d9_2017-04-25,22.059490918015367
air_00a91d42b08b08d9_2017-04-26,24.004267193566502
air_00a91d42b08b08d9_2017-04-27,23.620527088968245
air_00a91d42b08b08d9_2017-04-28,28.800865322764018
air_00a91d42b08b08d9_2017-04-29,38.6893014410477
air_00a91d42b08b08d9_2017-04-30,29.800256983121674
air_00a91d42b08b08d9_2017-05-01,21.441441009764098
air_00a91d42b08b08d9_2017-05-02,22.059490918015367
air_00a91d42b08b08d9_2017-05-03,28.274257030883618
air_00a91d42b08b08d9_2017-05-04,27.82225546537125
air_00a91d42b08b08d9_2017-05-05,33.924096173448
air_00a91d42b08b08d9_2017-05-06,32.84642734586907
air_00a91d42b08b08d9_2017-05-07,29.800256983121674
air_00a91d42b08b08d9_2017-05-08,21.441441009764098
air_00a91d42b08b08d9_2017-05-09,22.059490918015367
air_00a91d42b08b08d9_2017-05-10,24.004267193566502
air_00a91d42b08b08d9_2017-05-11,23.620527088968245
air_00a91d42b08b08d9_2017-05-12,28.800865322764018
air_00a91d42b08b08d9_2017-05-13,32.84642734586907
air_00a91d42b08b08d9_2017-05-14,29.800256983121674
air_00a91d42b08b08d9_2017-05-15,21.441441009764098
air_00a91d42b08b08d9_2017-05-16,22.059490918015367
air_00a91d42b08b08d9_2017-05-17,24.004267193566502
air_00a91d42b08b08d9_2017-05-18,23.620527088968245
air_00a91d42b08b08d9_2017-05-19,28.800865322764018
air_00a91d42b08b08d9_2017-05-20,32.84642734586907
air_00a91d42b08b08d9_2017-05-21,29.800256983121674
air_00a91d42b08b08d9_2017-05-22,21.441441009764098
air_00a91d42b08b08d9_2017-05-23,22.059490918015367
air_00a91d42b08b08d9_2017-05-24,24.004267193566502
air_00a91d42b08b08d9_2017-05-25,23.620527088968245
air_00a91d42b08b08d9_2017-05-26,28.800865322764018
air_00a91d42b08b08d9_2017-05-27,32.84642734586907
air_00a91d42b08b08d9_2017-05-28,29.800256983121674
air_00a91d42b08b08d9_2017-05-29,21.441441009764098
air_00a91d42b08b08d9_2017-05-30,22.059490918015367
air_00a91d42b08b08d9_2017-05-31,24.004267193566502
air_0164b9927d20bcc3_2017-04-23,10.56680736832679
air_0164b9927d20bcc3_2017-04-24,7.602873256356253
air_0164b9927d20bcc3_2017-04-25,7.822026209574144
air_0164b9927d20bcc3_2017-04-26,8.51162013790436
air_0164b9927d20bcc3_2017-04-27,8.375550580950945
air_0164b9927d20bcc3_2017-04-28,10.212435284673523
air_0164b9927d20bcc3_2017-04-29,13.718754028672594
air_0164b9927d20bcc3_2017-04-30,10.56680736832679
air_0164b9927d20bcc3_2017-05-01,7.602873256356253
air_0164b9927d20bcc3_2017-05-02,7.822026209574144
air_0164b9927d20bcc3_2017-05-03,10.025706412435424
air_0164b9927d20bcc3_2017-05-04,9.865432174677796
air_0164b9927d20bcc3_2017-05-05,12.029070407427948
air_0164b9927d20bcc3_2017-05-06,11.646942195771018
air_0164b9927d20bcc3_2017-05-07,10.56680736832679
air_0164b9927d20bcc3_2017-05-08,7.602873256356253
air_0164b9927d20bcc3_2017-05-09,7.822026209574144
air_0164b9927d20bcc3_2017-05-10,8.51162013790436
air_0164b9927d20bcc3_2017-05-11,8.375550580950945
air_0164b9927d20bcc3_2017-05-12,10.212435284673523
air_0164b9927d20bcc3_2017-05-13,11.646942195771018
air_0164b9927d20bcc3_2017-05-14,10.56680736832679
air_0164b9927d20bcc3_2017-05-15,7.602873256356253
air_0164b9927d20bcc3_2017-05-16,7.822026209574144
air_0164b9927d20bcc3_2017-05-17,8.51162013790436
air_0164b9927d20bcc3_2017-05-18,8.375550580950945
air_0164b9927d20bcc3_2017-05-19,10.212435284673523
air_0164b9927d20bcc3_2017-05-20,11.646942195771018
air_0164b9927d20bcc3_2017-05-21,10.56680736832679
air_0164b9927d20bcc3_2017-05-22,7.602873256356253
air_0164b9927d20bcc3_2017-05-23,7.822026209574144
air_0164b9927d20bcc3_2017-05-24,8.51162013790436
air_0164b9927d20bcc3_2017-05-25,8.375550580950945
air_0164b9927d20bcc3_2017-05-26,10.212435284673523
air_0164b9927d20bcc3_2017-05-27,11.646942195771018
air_0164b9927d20bcc3_2017-05-28,10.56680736832679
air_0164b9927d20bcc3_2017-05-29,7.602873256356253
air_0164b9927d20bcc3_2017-05-30,7.822026209574144
air_0164b9927d20bcc3_2017-05-31,8.51162013790436
air_0241aa3964b7f861_2017-04-23,11.307352174492442
air_0241aa3964b7f861_2017-04-24,8.135699123780189
air_0241aa3964b7f861_2017-04-25,8.37021079184963
air_0241aa3964b7f861_2017-04-26,9.108132960128557
air_0241aa3964b7f861_2017-04-27,8.962527353149175
air_0241aa3964b7f861_2017-04-28,10.928144925698744
air_0241aa3964b7f861_2017-04-29,14.680194101238836
air_0241aa3964b7f861_2017-04-30,11.307352174492442
air_0241aa3964b7f861_2017-05-01,8.135699123780189
air_0241aa3964b7f861_2017-05-02,8.37021079184963
air_0241aa3964b7f861_2017-05-03,10.728329688612964
air_0241aa3964b7f861_2017-05-04,10.55682308423821
air_0241aa3964b7f861_2017-05-05,12.872093782674002
air_0241aa3964b7f861_2017-05-06,12.463185196153788
air_0241aa3964b7f861_2017-05-07,11.307352174492442
air_0241aa3964b7f861_2017-05-08,8.135699123780189
air_0241aa3964b7f861_2017-05-09,8.37021079184963
air_0241aa3964b7f861_2017-05-10,9.108132960128557
air_0241aa3964b7f861_2017-05-11,8.962527353149175
air_0241aa3964b7f861_2017-05-12,10.928144925698744
air_0241aa3964b7f861_2017-05-13,12.463185196153788
air_0241aa3964b7f861_2017-05-14,11.307352174492442
air_0241aa3964b7f861_2017-05-15,8.135699123780189
air_0241aa3964b7f861_2017-05-16,8.37021079184963
air_0241aa3964b7f861_2017-05-17,9.108132960128557
air_0241aa3964b7f861_2017-05-18,8.962527353149175
air_0241aa3964b7f861_2017-05-19,10.928144925698744
air_0241aa3964b7f861_2017-05-20,12.463185196153788
air_0241aa3964b7f861_2017-05-21,11.307352174492442
air_0241aa3964b7f861_2017-05-22,8.135699123780189
air_0241aa3964b7f861_2017-05-23,8.37021079184963
air_0241aa3964b7f861_2017-05-24,9.108132960128557
air_0241aa3964b7f861_2017-05-25,8.962527353149175
air_0241aa3964b7f861_2017-05-26,10.928144925698744
air_0241aa3964b7f861_2017-05-27,12.463185196153788
air_0241aa3964b7f861_2017-05-28,11.307352174492442
air_0241aa3964b7f861_2017-05-29,8.135699123780189
air_0241aa3964b7f861_2017-05-30,8.37021079184963
air_0241aa3964b7f861_2017-05-31,9.108132960128557
air_0328696196e46f18_2017-04-23,9.071570544192715
air_0328696196e46f18_2017-04-24,6.527042528505283
air_0328696196e46f18_2017-04-25,6.715184642370567
air_0328696196e46f18_2017-04-26,7.30719883829937
air_0328696196e46f18_2017-04-27,7.190383556086515
air_0328696196e46f18_2017-04-28,8.767343236577643
air_0328696196e46f18_2017-04-29,11.777506735152842
air_0328696196e46f18_2017-04-30,9.071570544192715
air_0328696196e46f18_2017-05-01,6.527042528505283
air_0328696196e46f18_2017-05-02,6.715184642370567
air_0328696196e46f18_2017-05-03,8.607037093189161
air_0328696196e46f18_2017-05-04,8.469442169428827
air_0328696196e46f18_2017-05-05,10.326918716161167
air_0328696196e46f18_2017-05-06,9.998862860864454
air_0328696196e46f18_2017-05-07,9.071570544192715
air_0328696196e46f18_2017-05-08,6.527042528505283
air_0328696196e46f18_2017-05-09,6.715184642370567
air_0328696196e46f18_2017-05-10,7.30719883829937
air_0328696196e46f18_2017-05-11,7.190383556086515
air_0328696196e46f18_2017-05-12,8.767343236577643
air_0328696196e46f18_2017-05-13,9.998862860864454
air_0328696196e46f18_2017-05-14,9.071570544192715
air_0328696196e46f18_2017-05-15,6.527042528505283
air_0328696196e46f18_2017-05-16,6.715184642370567
air_0328696196e46f18_2017-05-17,7.30719883829937
air_0328696196e46f18_2017-05-18,7.190383556086515
air_0328696196e46f18_2017-05-19,8.767343236577643
air_0328696196e46f18_2017-05-20,9.998862860864454
air_0328696196e46f18_2017-05-21,9.071570544192715
air_0328696196e46f18_2017-05-22,6.527042528505283
air_0328696196e46f18_2017-05-23,6.715184642370567
air_0328696196e46f18_2017-05-24,7.30719883829937
air_0328696196e46f18_2017-05-25,7.190383556086515
air_0328696196e46f18_2017-05-26,8.767343236577643
air_0328696196e46f18_2017-05-27,9.998862860864454
air_0328696196e46f18_2017-05-28,9.071570544192715
air_0328696196e46f18_2017-05-29,6.527042528505283
air_0328696196e46f18_2017-05-30,6.715184642370567
air_0328696196e46f18_2017-05-31,7.30719883829937
air_034a3d5b40d5b1b1_2017-04-23,16.94273384462711
air_034a3d5b40d5b1b1_2017-04-24,12.190385756722137
air_034a3d5b40d5b1b1_2017-04-25,12.541773837171517
air_034a3d5b40d5b1b1_2017-04-26,13.647463188866379
air_034a3d5b40d5b1b1_2017-04-27,13.429290356954224
air_034a3d5b40d5b1b1_2017-04-28,16.374536499296497
air_034a3d5b40d5b1b1_2017-04-29,21.996539738616477
air_034a3d5b40d5b1b1_2017-04-30,16.94273384462711
air_034a3d5b40d5b1b1_2017-05-01,12.190385756722137
air_034a3d5b40d5b1b1_2017-05-02,12.541773837171517
air_034a3d5b40d5b1b1_2017-05-03,16.075136929193572
air_034a3d5b40d5b1b1_2017-05-04,15.818154506989352
air_034a3d5b40d5b1b1_2017-05-05,19.2873146265752
air_034a3d5b40d5b1b1_2017-05-06,18.674613329111132
air_034a3d5b40d5b1b1_2017-05-07,16.94273384462711
air_034a3d5b40d5b1b1_2017-05-08,12.190385756722137
air_034a3d5b40d5b1b1_2017-05-09,12.541773837171517
air_034a3d5b40d5b1b1_2017-05-10,13.647463188866379
air_034a3d5b40d5b1b1_2017-05-11,13.429290356954224
air_034a3d5b40d5b1b1_2017-05-12,16.374536499296497
air_034a3d5b40d5b1b1_2017-05-13,18.674613329111132
air_034a3d5b40d5b1b1_2017-05-14,16.94273384462711
air_034a3d5b40d5b1b1_2017-05-15,12.190385756722137
air_034a3d5b40d5b1b1_2017-05-16,12.541773837171517
air_034a3d5b40d5b1b1_2017-05-17,13.647463188866379
air_034a3d5b40d5b1b1_2017-05-18,13.429290356954224
air_034a3d5b40d5b1b1_2017-05-19,16.374536499296497
air_034a3d5b40d5b1b1_2017-05-20,18.674613329111132
air_034a3d5b40d5b1b1_2017-05-21,16.94273384462711
air_034a3d5b40d5b1b1_2017-05-22,12.190385756722137
air_034a3d5b40d5b1b1_2017-05-23,12.541773837171517
air_034a3d5b40d5b1b1_2017-05-24,13.647463188866379
air_034a3d5b40d5b1b1_2017-05-25,13.429290356954224
air_034a3d5b40d5b1b1_2017-05-26,16.374536499296497
air_034a3d5b40d5b1b1_2017-05-27,18.674613329111132
air_034a3d5b40d5b1b1_2017-05-28,16.94273384462711
air_034a3d5b40d5b1b1_2017-05-29,12.190385756722137
air_034a3d5b40d5b1b1_2017-05-30,12.541773837171517
air_034a3d5b40d5b1b1_2017-05-31,13.647463188866379
air_036d4f1ee7285390_2017-04-23,25.65688222042148
air_036d4f1ee7285390_2017-04-24,18.460261162687647
air_036d4f1ee7285390_2017-04-25,18.992378510243622
air_036d4f1ee7285390_2017-04-26,20.666756549169463
air_036d4f1ee7285390_2017-04-27,20.336370986638713
air_036d4f1ee7285390_2017-04-28,24.79644420015908
air_036d4f1ee7285390_2017-04-29,33.31000973667982
air_036d4f1ee7285390_2017-04-30,25.65688222042148
air_036d4f1ee7285390_2017-05-01,18.460261162687647
air_036d4f1ee7285390_2017-05-02,18.992378510243622
air_036d4f1ee7285390_2017-05-03,24.343054589165956
air_036d4f1ee7285390_2017-05-04,23.953898517915793
air_036d4f1ee7285390_2017-05-05,29.207350139610455
air_036d4f1ee7285390_2017-05-06,28.279518470324092
air_036d4f1ee7285390_2017-05-07,25.65688222042148
