id,visitors
air_00a91d42b08b08d9_2017-04-23,2.5841380299068524
air_00a91d42b08b08d9_2017-04-24,21.19617189191468
air_00a91d42b08b08d9_2017-04-25,23.153405931528184
air_00a91d42b08b08d9_2017-04-26,30.322339256076027
air_00a91d42b08b08d9_2017-04-27,31.780669896416292
air_00a91d42b08b08d9_2017-04-28,35.68256959346118
air_00a91d42b08b08d9_2017-04-29,13.27139389144123
air_00a91d42b08b08d9_2017-04-30,2.5841380299068524
air_00a91d42b08b08d9_2017-05-01,22.156670449774403
air_00a91d42b08b08d9_2017-05-02,24.198600196449338
air_00a91d42b08b08d9_2017-05-03,29.901515121462964
air_00a91d42b08b08d9_2017-05-04,30.699231764736723
air_00a91d42b08b08d9_2017-05-05,33.24243649459858
air_00a91d42b08b08d9_2017-05-06,17.852835908006487
air_00a91d42b08b08d9_2017-05-07,1.8962722979834403
air_00a91d42b08b08d9_2017-05-08,22.156670449774403
air_00a91d42b08b08d9_2017-05-09,24.198600196449338
air_00a91d42b08b08d9_2017-05-10,28.879414897586894
air_00a91d42b08b08d9_2017-05-11,31.15507121291875
air_00a91d42b08b08d9_2017-05-12,33.413485100903216
air_00a91d42b08b08d9_2017-05-13,17.852835908006487
air_00a91d42b08b08d9_2017-05-14,1.8962722979834403
air_00a91d42b08b08d9_2017-05-15,22.156670449774403
air_00a91d42b08b08d9_2017-05-16,24.198600196449338
air_00a91d42b08b08d9_2017-05-17,28.879414897586894
air_00a91d42b08b08d9_2017-05-18,31.15507121291875
air_00a91d42b08b08d9_2017-05-19,33.413485100903216
air_00a91d42b08b08d9_2017-05-20,17.852835908006487
air_00a91d42b08b08d9_2017-05-21,1.8962722979834403
air_00a91d42b08b08d9_2017-05-22,22.156670449774403
air_00a91d42b08b08d9_2017-05-23,24.198600196449338
air_00a91d42b08b08d9_2017-05-24,28.879414897586894
air_00a91d42b08b08d9_2017-05-25,31.15507121291875
air_00a91d42b08b08d9_2017-05-26,33.41348510090323
air_00a91d42b08b08d9_2017-05-27,17.852835908006487
air_00a91d42b08b08d9_2017-05-28,1.8962722979834403
air_00a91d42b08b08d9_2017-05-29,21.012263742667276
air_00a91d42b08b08d9_2017-05-30,24.198600196449338
air_00a91d42b08b08d9_2017-05-31,28.879414897586894
air_0164b9927d20bcc3_2017-04-23,4.13088386052048
air_0164b9927d20bcc3_2017-04-24,3.4770573599802868
air_0164b9927d20bcc3_2017-04-25,8.639632975627327
air_0164b9927d20bcc3_2017-04-26,5.237298769315074
air_0164b9927d20bcc3_2017-04-27,9.257136275831874
air_0164b9927d20bcc3_2017-04-28,5.634864561005038
air_0164b9927d20bcc3_2017-04-29,3.9054719346883306
air_0164b9927d20bcc3_2017-04-30,4.130883860520479
air_0164b9927d20bcc3_2017-05-01,5.968148927624765
air_0164b9927d20bcc3_2017-05-02,6.757610426801647
air_0164b9927d20bcc3_2017-05-03,5.6491205050749524
air_0164b9927d20bcc3_2017-05-04,5.719737554510211
air_0164b9927d20bcc3_2017-05-05,8.68870055110513
air_0164b9927d20bcc3_2017-05-06,3.8559054749642163
air_0164b9927d20bcc3_2017-05-07,3.1461675486259093
air_0164b9927d20bcc3_2017-05-08,4.136092248623039
air_0164b9927d20bcc3_2017-05-09,6.9512361306521395
air_0164b9927d20bcc3_2017-05-10,5.004295933933792
air_0164b9927d20bcc3_2017-05-11,5.226319045825563
air_0164b9927d20bcc3_2017-05-12,5.634864561005038
air_0164b9927d20bcc3_2017-05-13,13.090947214297087
air_0164b9927d20bcc3_2017-05-14,3.1461675486259093
air_0164b9927d20bcc3_2017-05-15,4.136092248623039
air_0164b9927d20bcc3_2017-05-16,4.8820747120800565
air_0164b9927d20bcc3_2017-05-17,5.004295933933792
air_0164b9927d20bcc3_2017-05-18,5.226319045825563
air_0164b9927d20bcc3_2017-05-19,7.007254388611058
air_0164b9927d20bcc3_2017-05-20,3.8559054749642163
air_0164b9927d20bcc3_2017-05-21,3.1461675486259093
air_0164b9927d20bcc3_2017-05-22,4.136092248623039
air_0164b9927d20bcc3_2017-05-23,4.8820747120800565
air_0164b9927d20bcc3_2017-05-24,6.2462556734131915
air_0164b9927d20bcc3_2017-05-25,5.226319045825563
air_0164b9927d20bcc3_2017-05-26,7.007254388611058
air_0164b9927d20bcc3_2017-05-27,3.8559054749642163
air_0164b9927d20bcc3_2017-05-28,4.003782367280542
air_0164b9927d20bcc3_2017-05-29,4.136092248623039
air_0164b9927d20bcc3_2017-05-30,4.8820747120800565
air_0164b9927d20bcc3_2017-05-31,6.2462556734131915
air_0241aa3964b7f861_2017-04-23,10.488617261969637
air_0241aa3964b7f861_2017-04-24,9.04095365827695
air_0241aa3964b7f861_2017-04-25,9.665475031993125
air_0241aa3964b7f861_2017-04-26,10.10030549236721
air_0241aa3964b7f861_2017-04-27,6.428567686115244
air_0241aa3964b7f861_2017-04-28,6.846162592360257
air_0241aa3964b7f861_2017-04-29,11.318428401773065
air_0241aa3964b7f861_2017-04-30,9.987655044385765
air_0241aa3964b7f861_2017-05-01,8.989119805945979
air_0241aa3964b7f861_2017-05-02,8.064537504947326
air_0241aa3964b7f861_2017-05-03,10.968539242111985
air_0241aa3964b7f861_2017-05-04,7.3306448584209285
air_0241aa3964b7f861_2017-05-05,8.487606229288064
air_0241aa3964b7f861_2017-05-06,10.739416142612933
air_0241aa3964b7f861_2017-05-07,10.429310216950752
air_0241aa3964b7f861_2017-05-08,8.989119805945979
air_0241aa3964b7f861_2017-05-09,8.064537504947326
air_0241aa3964b7f861_2017-05-10,10.043003007433848
air_0241aa3964b7f861_2017-05-11,6.966816990770728
air_0241aa3964b7f861_2017-05-12,7.5347206834116385
air_0241aa3964b7f861_2017-05-13,10.739416142612933
air_0241aa3964b7f861_2017-05-14,10.429310216950752
